gene,ensembl_id,disease_id,disease,therapeutic_area,overall_score
BCAS4,ENSG00000124243,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0
BCAS4,ENSG00000124243,EFO_0000691,sarcoma,cancer or benign tumor,0
BCAS4,ENSG00000124243,MONDO_0008734,"adrenocortical carcinoma, hereditary","genetic, familial or congenital disease; urinary system disease; cardiovascular disease; endocrine system disease; cancer or benign tumor",0
BCAS4,ENSG00000124243,MONDO_0007576,esophageal cancer,gastrointestinal disease; cancer or benign tumor,0
BCAS4,ENSG00000124243,EFO_1000613,Uterine Carcinosarcoma,reproductive system or breast disease; cancer or benign tumor,0
BCAS4,ENSG00000124243,MONDO_0002974,cervical cancer,reproductive system or breast disease; cancer or benign tumor,0
BCAS4,ENSG00000124243,EFO_0000349,clear cell renal carcinoma,urinary system disease; cancer or benign tumor,0
BCAS4,ENSG00000124243,MONDO_0008903,lung cancer,respiratory or thoracic disease; cancer or benign tumor,0
BTN2A1,ENSG00000112763,EFO_0003898,ankylosing spondylitis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.19600940158346
BTN2A1,ENSG00000112763,MONDO_0004773,iridocyclitis,disorder of visual system; phenotype,0.137969795846583
BTN2A1,ENSG00000112763,MONDO_0001434,inflammatory spondylopathy,musculoskeletal or connective tissue disease,0.122432104385856
BTN2A1,ENSG00000112763,EFO_0000706,spondyloarthropathy,immune system disease; musculoskeletal or connective tissue disease,0.100229317430782
BTN2A1,ENSG00000112763,EFO_0000384,Crohn's disease,"immune system disease; gastrointestinal disease; genetic, familial or congenital disease",0.0923949636711754
BTN2A1,ENSG00000112763,MONDO_0011804,autoimmune lymphoproliferative syndrome type 2B,"immune system disease; cancer or benign tumor; genetic, familial or congenital disease",0.0645064678366679
BTN2A1,ENSG00000112763,Orphanet_275517,Autoimmune lymphoproliferative syndrome with recurrent viral infections,"genetic, familial or congenital disease; immune system disease",0.0645064678366679
BTN2A1,ENSG00000112763,Orphanet_1334,Chronic mucocutaneous candidosis,"immune system disease; genetic, familial or congenital disease",0.0559414547043499
BTN2A1,ENSG00000112763,MONDO_0007644,IgAD1,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0551339227218638
BTN2A1,ENSG00000112763,MONDO_0012291,immunoglobulin A deficiency 2,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0525542553361646
BTN2A1,ENSG00000112763,MONDO_0016462,isolated agammaglobulinemia,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0494321268526448
BTN2A1,ENSG00000112763,MONDO_0015517,common variable immunodeficiency,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0493463021975014
BTN2A1,ENSG00000112763,MONDO_0011528,hyper-IgM syndrome type 2,"genetic, familial or congenital disease; immune system disease; hematologic disease",0.0477201508368887
BTN2A1,ENSG00000112763,MONDO_0012682,immunodeficiency 35,"immune system disease; genetic, familial or congenital disease",0.046818375991458
BTN2A1,ENSG00000112763,Orphanet_169446,Autosomal recessive hyper-IgE syndrome,"immune system disease; genetic, familial or congenital disease",0.046818375991458
BTN2A1,ENSG00000112763,Orphanet_331226,Autosomal recessive hyper-IgE syndrome due to TYK2 deficiency,"immune system disease; genetic, familial or congenital disease",0.046818375991458
BTN2A1,ENSG00000112763,MONDO_0015459,nasopharyngeal carcinoma,infectious disease; gastrointestinal disease; respiratory or thoracic disease; cancer or benign tumor,0.0467210532963911
BTN2A1,ENSG00000112763,MONDO_0012426,immunodeficiency 25,"immune system disease; genetic, familial or congenital disease; phenotype",0.0461605238501193
BTN2A1,ENSG00000112763,MONDO_0007814,"immune deficiency, familial variable","immune system disease; hematologic disease; genetic, familial or congenital disease",0.0454952801116868
BTN2A1,ENSG00000112763,MONDO_0030971,immunodeficiency 78 with autoimmunity and developmental delay,"immune system disease; genetic, familial or congenital disease",0.0443643657563516
BTN2A1,ENSG00000112763,MONDO_0032803,immunodeficiency 64,"immune system disease; genetic, familial or congenital disease",0.0443421909650705
BTN2A1,ENSG00000112763,EFO_0000183,Hodgkins lymphoma,"hematologic disease; genetic, familial or congenital disease; infectious disease; cancer or benign tumor",0.0443347993679768
BTN2A1,ENSG00000112763,MONDO_0009348,classic Hodgkin lymphoma,"hematologic disease; genetic, familial or congenital disease; infectious disease; cancer or benign tumor",0.0443347993679768
BTN2A1,ENSG00000112763,MONDO_0958013,"immunodeficiency, common variable, 15","genetic, familial or congenital disease; immune system disease; hematologic disease",0.0442239254115714
BTN2A1,ENSG00000112763,MONDO_0011985,hyper-IgM syndrome type 4,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0439800027074795
BTN2A1,ENSG00000112763,MONDO_0014391,combined immunodeficiency due to CTPS1 deficiency,"immune system disease; genetic, familial or congenital disease; phenotype",0.0431595354300795
BTN2A1,ENSG00000112763,MONDO_0011225,severe combined immunodeficiency due to DCLRE1C deficiency,"genetic, familial or congenital disease; nutritional or metabolic disease; immune system disease; phenotype",0.0426569068277083
BTN2A1,ENSG00000112763,EFO_0005140,autoimmune disease,immune system disease,0.0426107093458727
BTN2A1,ENSG00000112763,MONDO_0011735,hyper-IgM syndrome type 3,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0425829908567713
BTN2A1,ENSG00000112763,MONDO_0013862,"immunodeficiency, common variable, 7","immune system disease; hematologic disease; genetic, familial or congenital disease",0.0423908093323353
BTN2A1,ENSG00000112763,MONDO_0011971,hyper-IgM syndrome type 5,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0419990546863695
BTN2A1,ENSG00000112763,MONDO_0100281,"macroglobulinemia, Waldenstrom, 1","genetic, familial or congenital disease; nutritional or metabolic disease; hematologic disease; immune system disease; cancer or benign tumor",0.0419694882979947
BTN2A1,ENSG00000112763,Orphanet_47,X-linked agammaglobulinemia,immune system disease,0.0419694882979947
BTN2A1,ENSG00000112763,MONDO_0013284,"immunodeficiency, common variable, 4","immune system disease; hematologic disease; genetic, familial or congenital disease",0.0418586143415893
BTN2A1,ENSG00000112763,EFO_0001378,multiple myeloma,"immune system disease; hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.0417994815648398
BTN2A1,ENSG00000112763,EFO_0000616,neoplasm,cancer or benign tumor,0.0416499102334803
BTN2A1,ENSG00000112763,MONDO_0032763,immunodeficiency 62,"immune system disease; genetic, familial or congenital disease",0.0416294748316848
BTN2A1,ENSG00000112763,MONDO_0009413,"immunodeficiency, common variable, 2","immune system disease; hematologic disease; genetic, familial or congenital disease",0.0412894613653749
BTN2A1,ENSG00000112763,MONDO_0018338,activated PI3K-delta syndrome,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0410085806758145
BTN2A1,ENSG00000112763,Orphanet_98813,Hypohidrotic ectodermal dysplasia with immunodeficiency,"integumentary system disease; genetic, familial or congenital disease",0.0406316092240361
BTN2A1,ENSG00000112763,Orphanet_300345,Autosomal recessive systemic lupus erythematosus,"genetic, familial or congenital disease",0.0403655117286631
BTN2A1,ENSG00000112763,MONDO_0013743,autosomal systemic lupus erythematosus type 16,"immune system disease; urinary system disease; musculoskeletal or connective tissue disease; genetic, familial or congenital disease; phenotype",0.0403655117286631
BTN2A1,ENSG00000112763,EFO_0005555,gamma chain deficiency,"immune system disease; genetic, familial or congenital disease; phenotype",0.0403377932395618
BTN2A1,ENSG00000112763,MONDO_0014081,severe combined immunodeficiency due to CARD11 deficiency,"immune system disease; genetic, familial or congenital disease; phenotype",0.0401807218013208
BTN2A1,ENSG00000112763,MONDO_0017287,immunoglobulin G4-related sclerosing disease,immune system disease,0.0400033234710721
BTN2A1,ENSG00000112763,MONDO_0013767,autoimmune lymphoproliferative syndrome type 4,"immune system disease; cancer or benign tumor; genetic, familial or congenital disease",0.0398480999321045
BTN2A1,ENSG00000112763,Orphanet_268114,RAS-associated autoimmune leukoproliferative disease,"genetic, familial or congenital disease; immune system disease",0.0398480999321045
BTN2A1,ENSG00000112763,MONDO_0010455,"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia","immune system disease; genetic, familial or congenital disease; phenotype",0.0397076595873244
BTN2A1,ENSG00000112763,MONDO_0958182,C1Q deficiency 1,"immune system disease; genetic, familial or congenital disease",0.0397002679902307
BTN2A1,ENSG00000112763,MONDO_0970993,immunodeficiency 119,"immune system disease; genetic, familial or congenital disease",0.0396337436163874
C19orf83,ENSG00000267757,EFO_0000341,chronic obstructive pulmonary disease,respiratory or thoracic disease,0.00369579854684702
C21orf91,ENSG00000154642,EFO_0004329,alcohol drinking,biological_process,0.206268613344414
C21orf91,ENSG00000154642,HP_0002590,Paralytic ileus,phenotype,0.194010734580789
C21orf91,ENSG00000154642,EFO_0009482,drug allergy,immune system disease,0.189144203546245
C21orf91,ENSG00000154642,MONDO_0002009,major depressive disorder,psychiatric disorder; nervous system disease,0.180534758151576
C21orf91,ENSG00000154642,MONDO_0001056,gastric cancer,gastrointestinal disease; cancer or benign tumor,0.170233014798383
C21orf91,ENSG00000154642,EFO_0000538,hypertrophic cardiomyopathy,cardiovascular disease; musculoskeletal or connective tissue disease,0.0859446644573677
C21orf91,ENSG00000154642,HP_0005206,Pancreatic pseudocyst,phenotype,0.0630816964583162
C21orf91,ENSG00000154642,MONDO_0019537,hemoglobin D disease,"hematologic disease; genetic, familial or congenital disease; phenotype",0.0416220832345911
C21orf91,ENSG00000154642,MONDO_0010722,X-linked retinal dysplasia,"nervous system disease; genetic, familial or congenital disease; disorder of visual system",0.0413929437246866
C21orf91,ENSG00000154642,EFO_0009846,muscle cramp,phenotype,0.0375646282191324
C21orf91,ENSG00000154642,EFO_0000400,diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.0358564228029847
C21orf91,ENSG00000154642,Orphanet_124,Blackfan-Diamond anemia,"hematologic disease; genetic, familial or congenital disease; nutritional or metabolic disease; phenotype",0.0354722744526377
C21orf91,ENSG00000154642,MONDO_0017910,dehydrated hereditary stomatocytosis,hematologic disease; phenotype,0.0319982238186015
C21orf91,ENSG00000154642,MONDO_0009646,monosomy 7 myelodysplasia and leukemia syndrome 1,"genetic, familial or congenital disease; hematologic disease; cancer or benign tumor",0.0309042674487348
C21orf91,ENSG00000154642,MONDO_0100135,Dravet syndrome,"nervous system disease; genetic, familial or congenital disease",0.0299154360153117
C21orf91,ENSG00000154642,EFO_0005537,triple-negative breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0273489092466679
C21orf91,ENSG00000154642,EFO_0001064,Down syndrome,"genetic, familial or congenital disease",0.0214356315717127
C21orf91,ENSG00000154642,EFO_0000756,melanoma,cancer or benign tumor,0.0197725222256315
C21orf91,ENSG00000154642,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0147831941873881
C21orf91,ENSG00000154642,EFO_0000557,juvenile dermatomyositis,integumentary system disease; musculoskeletal or connective tissue disease; urinary system disease; immune system disease; nervous system disease; respiratory or thoracic disease; phenotype,0.0131718260209628
C21orf91,ENSG00000154642,EFO_0003033,bacteriemia,infectious disease,0.0111354410216501
C21orf91,ENSG00000154642,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.0109677202120346
C21orf91,ENSG00000154642,MONDO_0043653,herpes labialis,infectious disease; gastrointestinal disease,0.0101634460038293
C21orf91,ENSG00000154642,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0101456830591279
C21orf91,ENSG00000154642,EFO_0003884,chronic kidney disease,urinary system disease,0.00667663541325869
C21orf91,ENSG00000154642,EFO_0000676,psoriasis,"immune system disease; integumentary system disease; genetic, familial or congenital disease",0.00405265560762727
C21orf91,ENSG00000154642,EFO_0000178,gastric carcinoma,gastrointestinal disease; cancer or benign tumor,0.00383624866326059
C21orf91,ENSG00000154642,MONDO_0100330,disease arising from reactivation of latent virus,infectious disease,0.00369579854684702
C21orf91,ENSG00000154642,EFO_0006544,bladder transitional cell carcinoma,urinary system disease; cancer or benign tumor,0.00369579854684702
C21orf91,ENSG00000154642,EFO_0000632,oligodendroglioma,nervous system disease; cancer or benign tumor,0.00320317145601504
C21orf91,ENSG00000154642,EFO_0004249,meningococcal infection,infectious disease,0.00319078893716447
C21orf91,ENSG00000154642,EFO_0008504,hepatitis C virus induced hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00223518884222541
C21orf91,ENSG00000154642,EFO_0000495,fetal growth restriction,pregnancy or perinatal disease; reproductive system or breast disease,0.00221747912810821
C21orf91,ENSG00000154642,MONDO_0004992,cancer,cancer or benign tumor,0.00147831941873881
C21orf91,ENSG00000154642,EFO_0001378,multiple myeloma,"immune system disease; hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.00137675479620925
C21orf91,ENSG00000154642,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0
C21orf91,ENSG00000154642,MONDO_0000553,uterine corpus endometrial carcinoma,reproductive system or breast disease; cancer or benign tumor,0
C21orf91,ENSG00000154642,MONDO_0001187,urinary bladder cancer,urinary system disease; cancer or benign tumor,0
C21orf91,ENSG00000154642,EFO_1000613,Uterine Carcinosarcoma,reproductive system or breast disease; cancer or benign tumor,0
C21orf91,ENSG00000154642,EFO_1000043,ovarian serous cystadenocarcinoma,cancer or benign tumor; endocrine system disease; reproductive system or breast disease,0
C21orf91,ENSG00000154642,MONDO_0004986,urinary bladder carcinoma,urinary system disease; cancer or benign tumor,0
C21orf91,ENSG00000154642,EFO_0000691,sarcoma,cancer or benign tumor,0
